lr-Adam,step,train_loss,epoch,accuracy
0.0003,49,,,
,49,0.5995599031448364,0,
0.0003,99,,,
,99,0.5090456604957581,0,
0.0003,149,,,
,149,0.30624648928642273,0,
,149,,0,0.5440000295639038
0.0003,199,,,
,199,0.792041540145874,1,
0.0003,249,,,
,249,0.4336949586868286,1,
0.0003,299,,,
,299,0.540412425994873,1,
,299,,1,0.527999997138977
0.0003,349,,,
,349,0.6497043967247009,2,
0.0003,399,,,
,399,0.5781376957893372,2,
0.0003,449,,,
,449,0.5469234585762024,2,
,449,,2,0.23199999332427979
0.0003,499,,,
,499,0.5461657047271729,3,
0.0003,549,,,
,549,0.7151888608932495,3,
0.0003,599,,,
,599,0.5810028314590454,3,
,599,,3,0.2240000069141388
0.0003,649,,,
,649,0.5433772802352905,4,
0.0003,699,,,
,699,0.5270795822143555,4,
0.0003,749,,,
,749,0.6736729741096497,4,
,749,,4,0.20800000429153442
0.0003,799,,,
,799,0.06532828509807587,5,
0.0003,849,,,
,849,0.8286827206611633,5,
0.0003,899,,,
,899,0.6706402897834778,5,
,899,,5,0.29600000381469727
0.0003,949,,,
,949,0.12745487689971924,6,
0.0003,999,,,
,999,0.9615585207939148,6,
0.0003,1049,,,
,1049,0.9811220169067383,6,
,1049,,6,0.3440000116825104
0.0003,1099,,,
,1099,0.5414751172065735,7,
0.0003,1149,,,
,1149,0.755236029624939,7,
0.0003,1199,,,
,1199,0.10172471404075623,7,
,1199,,7,0.18400000035762787
0.0003,1249,,,
,1249,0.38591888546943665,8,
0.0003,1299,,,
,1299,0.5361781120300293,8,
0.0003,1349,,,
,1349,0.37298354506492615,8,
,1349,,8,0.17599999904632568
0.0003,1399,,,
,1399,0.009801745414733887,9,
0.0003,1449,,,
,1449,0.8850914239883423,9,
0.0003,1499,,,
,1499,1.3675379753112793,9,
,1499,,9,0.335999995470047
,1500,,9,0.335999995470047
